[ 2026-08-24 15:55:16,253 ] 164 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2026-08-24 15:55:20,927 ] 18 root - INFO - Initiate the data ingestion
[ 2026-08-24 15:55:22,723 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-08-24 15:55:22,724 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-08-24 15:55:22,724 ] 75 root - INFO - Exporting train and test file path.
[ 2026-08-24 15:55:22,803 ] 84 root - INFO - Exported train and test file path.
[ 2026-08-24 15:55:22,804 ] 20 root - INFO - Data Initiation Completed
[ 2026-08-24 15:55:22,808 ] 24 root - INFO - Initiate the data validation
[ 2026-08-24 15:55:22,896 ] 33 root - INFO - Required number of columns:2
[ 2026-08-24 15:55:22,896 ] 34 root - INFO - dataframe has columns:31
[ 2026-08-24 15:55:22,896 ] 33 root - INFO - Required number of columns:2
[ 2026-08-24 15:55:22,897 ] 34 root - INFO - dataframe has columns:31
[ 2026-08-24 15:55:23,097 ] 26 root - INFO - data validation completed
[ 2026-08-24 15:55:23,097 ] 29 root - INFO - Data transformation started
[ 2026-08-24 15:55:23,097 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-08-24 15:55:23,098 ] 65 root - INFO - Starting data transformation
[ 2026-08-24 15:55:23,164 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-08-24 15:55:23,164 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-08-24 15:55:23,179 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-08-24 15:55:23,183 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-08-24 15:55:23,183 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-08-24 15:55:23,187 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-08-24 15:55:23,189 ] 33 root - INFO - Data transformation completed
[ 2026-08-24 15:55:23,189 ] 36 root - INFO - Model training started
