[ 2026-08-24 16:03:50,675 ] 164 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[ 2026-08-24 16:03:56,855 ] 18 root - INFO - Initiate the data ingestion
[ 2026-08-24 16:03:59,081 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-08-24 16:03:59,081 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-08-24 16:03:59,082 ] 75 root - INFO - Exporting train and test file path.
[ 2026-08-24 16:03:59,168 ] 84 root - INFO - Exported train and test file path.
[ 2026-08-24 16:03:59,168 ] 20 root - INFO - Data Initiation Completed
[ 2026-08-24 16:03:59,174 ] 24 root - INFO - Initiate the data validation
[ 2026-08-24 16:03:59,303 ] 33 root - INFO - Required number of columns:2
[ 2026-08-24 16:03:59,304 ] 34 root - INFO - dataframe has columns:31
[ 2026-08-24 16:03:59,305 ] 33 root - INFO - Required number of columns:2
[ 2026-08-24 16:03:59,305 ] 34 root - INFO - dataframe has columns:31
[ 2026-08-24 16:03:59,672 ] 26 root - INFO - data validation completed
[ 2026-08-24 16:03:59,674 ] 29 root - INFO - Data transformation started
[ 2026-08-24 16:03:59,675 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-08-24 16:03:59,675 ] 65 root - INFO - Starting data transformation
[ 2026-08-24 16:03:59,798 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-08-24 16:03:59,798 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-08-24 16:03:59,854 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-08-24 16:03:59,864 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-08-24 16:03:59,864 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-08-24 16:03:59,870 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-08-24 16:03:59,873 ] 33 root - INFO - Data transformation completed
[ 2026-08-24 16:03:59,873 ] 36 root - INFO - Model training started
